"","T.cells","B.cells","Monocytes","NK","DC","Neutrophils","avg_logFC","cell"
"PCSK5",6.88619889036004,1.13669031839801,7.63496014520834,5.20734672834165,72.7826286673968,0.722997163185021,3.20425765808846,"DC"
"ADCY4",1.99875340905488,1.91045630807303,4.45266826504374,1.33838828458902,56.9315135105833,2.92465167458358,3.20224685988043,"DC"
"ZNF662",1.46423526409258,0.312805381677996,0.226527613966019,0.773971302948067,9.29221268063817,0.0966568162398618,3.20088438765905,"DC"
"SAV1",1.44320344170939,9.96322008383876,2.43601597429988,0.93504188605088,27.1523670575622,0.0537644810250143,3.18829956765342,"DC"
"KCTD5",5.02112105321231,6.36089559152312,12.3634935963568,9.27363012557183,135.15493359408,1.52305341770881,3.1811292716549,"DC"
"ICA1",2.33038236733872,1.21909011170798,4.70600901563532,0.801359491091033,41.8933512669429,1.81613344409193,3.14147883997024,"DC"
"ZNF318",4.18807442416524,21.4588023672486,2.61083251303175,5.75084599890799,78.6394207077574,0.35579662658747,3.13007388506067,"DC"
"FKBP15",14.2093559225165,20.5816777615565,77.1469008626044,19.5629055056412,474.050758894355,8.78902816314749,3.12708387926325,"DC"
"CTBP2",2.47979465819634,3.37027227349797,19.0339067638949,51.7858289558691,211.662093135661,8.42037460019037,3.12555868206728,"DC"
"LGALS3BP",37.5526418757148,8.35762979895289,33.050897329475,4.92547954146019,237.534707819865,2.55968303225143,3.11405927247169,"DC"
"TSC22D1",4.89787294919766,4.8529309135054,4.81352105839685,7.19756073626547,65.5836541095737,0.262816994343912,3.1078749792558,"DC"
"HIGD1A",47.9083833492213,48.3933285432058,61.0175238006583,60.0908157205557,868.665706365604,11.2128127201184,3.09241282354409,"DC"
"NOTCH4",0.436897602572453,3.67235338846558,8.4674703706177,0.869381217673182,35.1189614676119,0.929985040788148,3.07945164929154,"DC"
"TBC1D8",4.78376335930003,7.2026960111742,44.59228852633,6.50856900692036,149.279952491252,1.61953851829941,3.06732246799161,"DC"
"VIPR2",0.510224037406941,0.0953496548130136,0.0804610988061316,2.89057418067581,4.00748070419117,0.0206792489720053,3.06021494449665,"DC"
"HEATR5A",3.66169961936831,8.0264516123897,13.3873467017791,4.81339275158807,125.687760634281,3.94960953201423,3.04980097101907,"DC"
"CPNE2",2.23386654026575,0.905080578215614,6.81904556320721,0.447551458045745,37.2325988611931,2.83106537013636,3.04510238896547,"DC"
"LRP5L",4.16123223777234,7.24211669942474,5.68332559042748,3.94594386901108,64.5670696793464,0.43547837480394,3.0307766510664,"DC"
"QPRT",1.74189435172316,1.99764600315431,3.56562449446036,2.35345206293115,35.7147196353406,0.58446922384395,3.00814012050676,"DC"
"GK",3.50399609438895,9.87963525995717,38.9639525568502,3.73902917044953,259.987200299439,74.065005615707,2.99447525272361,"DC"
"CD226",42.3300257370064,2.70392792486826,1.0611595905428,76.7195797792635,85.9801031850046,0.159582161235845,2.99321090913022,"DC"
"FRAT2",0.600339117515152,1.35115189080666,3.64716590597291,1.00236809252793,42.7802320476336,16.454251509712,2.97855683131547,"DC"
"CRTAM",14.5295611646734,0.85510594664279,10.5095951206959,16.3959420987623,88.5916922634467,0.895239331759494,2.97237534302977,"DC"
"CD34",0.102513543720932,0.203464548041186,0.172807746057417,0.159041789779412,2.2502028426545,0.0354852685251027,2.97158543940061,"DC"
"PDZD8",3.40556343895684,2.52279140952484,4.04103010377501,4.97727247938196,71.362374118981,4.21970359633069,2.94938616530944,"DC"
"SERINC5",43.4447857457095,5.06074914776714,18.7318153916446,3.3579821390731,159.950473810809,3.04063917049846,2.94553687134561,"DC"
"ATP13A2",7.07580954918341,6.94823132103918,7.15796543227272,10.310288447941,78.6448868227721,0.336569478589115,2.94342533896688,"DC"
"DUSP16",15.1545744803767,2.97810466944567,0.458937210576378,3.03877096175071,42.4440022199214,0.895144958131357,2.94189937742938,"DC"
"TMEM53",1.99775468700978,3.50233974117976,3.98900276674927,2.42398546823196,27.1583294767255,0.0925115212472001,2.93488631653068,"DC"
"OSBPL5",17.5986991159667,2.3650933943327,21.2764185960509,115.199907182611,162.501848385518,0.484718420436422,2.92894464487367,"DC"
"FYN",289.678974526619,41.822334193409,69.3132630997489,382.413290420946,899.000289118859,0.802342861402802,2.92785879825418,"DC"
"FHIT",28.2890188249858,10.0119368838214,7.42201809990075,2.38674415964114,69.4715227343394,0.155046995235954,2.90959573962673,"DC"
"CERK",15.3598245303939,6.2166324480215,10.2800646757218,15.7528439657732,164.407533564864,3.96670427852274,2.89751896218599,"DC"
"TATDN3",12.6634545464521,33.9294926114254,23.6331446191784,9.88922766470932,274.929608355417,8.43630492393308,2.88658599678834,"DC"
"PLCB1",3.9691732230636,1.79148014937019,16.0327353978881,8.62957816424392,68.9420518146959,1.01761186695291,2.85148896545733,"DC"
"DMXL2",2.95016888945784,8.41817153478507,121.791406970565,2.08492886129799,176.189915290525,19.1463392711904,2.83128024919962,"DC"
"EXTL2",4.12277611744344,4.47008242801561,3.318502607652,8.25502786796426,46.3263662529791,0.30200797015719,2.83031769610819,"DC"
"ERLIN1",7.90550435157641,10.315901771314,24.9322713506323,9.77212735849399,151.286035205149,3.00754794845219,2.81955869047536,"DC"
"SYN3",0.451610966440964,4.03665310922893,0.960174067643077,0.905865322220825,16.7032273830437,0.620124179056737,2.81897377938212,"DC"
"RNF220",8.95598572818624,10.8294211603186,7.92912100722638,10.5470028976049,104.259587980234,1.19106790309964,2.81171923972613,"DC"
"CYTH3",3.05467681825764,2.02692514555872,1.76790528839199,6.57762696832165,29.6291921646632,0.255026155914291,2.80670529701179,"DC"
"MSRB3",0.42434549511701,0.623801903669262,2.14094314110078,0.862471052250104,14.8956534874699,1.34404029960209,2.78510080741576,"DC"
"ITSN1",2.49448191688539,2.4901390313268,13.4982579727216,2.63355108524506,46.4674495147149,0.94857694975921,2.76984785005895,"DC"
"HCST",35.3019670695583,4.50510759294533,27.4367540418722,59.9910238252971,284.519261695316,7.34332088878049,2.75699693714194,"DC"
"PLCD1",24.8016322593315,3.92403300251225,5.21899040004501,15.9388031039581,115.67449678851,2.68289164062291,2.75358315267761,"DC"
"MEGF9",2.50560483641193,4.02079927867794,31.6675931885874,3.86535068431864,125.882013092408,30.5008488343007,2.72832273388958,"DC"
"USP49",1.20461835070118,2.36839428446383,2.98597484776109,2.00990482566981,23.4462625612113,0.556094285864893,2.70399685717615,"DC"
"PPFIBP1",1.48125542138349,2.96757942158964,0.978394250551192,1.23190064120811,16.4817879079681,0.311220055231861,2.70223656907585,"DC"
"LHFPL2",0.923839224558266,4.73848792769347,8.44357751467916,1.20440299181684,34.6463144100872,1.62121404970864,2.68937810595605,"DC"
"TAPT1",11.7555504893419,37.3600771165242,10.8553561093717,10.3216108134345,165.881864922105,3.70757082043952,2.68843517217723,"DC"
"GNS",22.2022517970749,25.0971129218804,200.040114756221,56.3289893885034,622.573364090329,22.2547042735025,2.68281603958231,"DC"
"F2RL1",1.84533304685246,1.47753222284221,9.83463392929653,0.0281360197641478,24.2208934715705,18.470282506778,2.6603352889512,"DC"
"PLAGL2",2.58697524723031,3.75300981026615,21.1531744937923,2.74862193072489,52.6813867888971,1.29142625464112,2.64592532949856,"DC"
"PDLIM5",31.839882498118,44.94880024809,109.474179738681,49.5393589755015,555.526623246563,12.866878694073,2.63604525232022,"DC"
"SATB1",91.2973639659934,17.5900474281043,8.95191133247866,58.8325195097429,247.224084543404,2.06968514950682,2.63521245319221,"DC"
"ARL6IP6",36.0972344268714,46.5547840468939,34.2641886210963,37.2265336192619,442.561119563476,15.7884669743457,2.62512892198694,"DC"
"ZDHHC17",30.1999598698827,45.2844357721425,23.6127954995589,32.3566288593768,387.192786936585,16.9394165837698,2.62111174761027,"DC"
"LAPTM4B",1.43242316731955,0.694455848322919,0.662187010273345,0.264206083087272,5.63438382406279,0.0745869227086509,2.59774426911688,"DC"
"MAN1C1",4.61261822115123,0.964356279339862,2.21062555053376,1.66542559801634,15.6701034160697,0.135806267896757,2.59188835656656,"DC"
"TBC1D2",3.88264599131609,4.52017400545315,41.3708004663677,3.77400444028655,81.7864708280023,3.44179853318575,2.57375713972384,"DC"
"CACNA1D",1.97790971144949,1.58116733569801,1.58037088583507,1.36730518339968,18.2507467671194,0.814445466632915,2.56311449506163,"DC"
"NR1D1",13.7189315448345,6.65764766680615,4.93613874491254,5.62513282524379,37.8732275153373,0.0907658426130385,2.54646473008963,"DC"
"ST20",1.57495500775411,3.49313309884323,1.70348840586945,1.9842797460474,38.4370583089101,14.0734857034782,2.53557155285797,"DC"
"DPPA4",1.26353245204004,2.9018630599722,0.917802912733082,1.51438289387633,13.8208406392745,0.33151192451882,2.52129600019708,"DC"
"CDH9",1.36427236872543,1.66872148102446,1.12480544593049,1.36480909341268,11.135029890012,0.16482580817253,2.52040847507101,"DC"
"SERTAD1",12.1752932368061,6.80965497746747,9.31278335921104,14.1698932305735,91.9871430278033,2.19587715855137,2.50428095322006,"DC"
"SIPA1L3",9.84754554561284,66.831366820501,11.639257405262,15.7397517873528,147.10896436954,2.10709996121983,2.50211747292317,"DC"
"TCTN1",6.12395701561274,33.4316068426351,6.649110880813,4.36962379127476,91.7268185466397,4.24565983496968,2.49146129015604,"DC"
"SSX2IP",7.0237966760558,3.05522348563684,2.28762641672006,19.9518126855225,40.973989620247,0.466730537231341,2.48793981820411,"DC"
"CCDC125",4.54210801582678,6.69420793701719,5.15589196734994,5.30711494154805,64.9716204662674,6.26695725441911,2.46212789932716,"DC"
"ZDHHC18",4.86676588844731,3.07550287832236,2.74824220241438,4.53470878104989,75.7100032095509,63.6278143554643,2.45057606758245,"DC"
"SLC45A4",0.341067366893831,0.155658261367313,0.524353597698507,0.313502781596839,6.1523265779636,4.89665056425769,2.44738076002064,"DC"
"GNPTAB",22.4930892643865,26.0663947893619,16.1799448782832,108.485533453609,200.365873553197,1.60338799540973,2.43687240879285,"DC"
"POLB",20.8971202492509,22.1930305834897,26.5190747067259,23.2354806026424,257.488855358508,25.2403013968048,2.39270116617201,"DC"
"MATN2",1.38550251227999,1.70046291718924,0.287431256253784,0.207912579704901,5.23557062666249,0.190145806137182,2.37955780403371,"DC"
"ZNF667",1.25696278287651,2.66112603760868,0.55878686543387,0.680327854715896,8.34064088415022,0.249177752409943,2.35100179998793,"DC"
"PTPN12",15.5075614802634,17.3614013168624,34.2089934300495,70.6134179816839,254.466024816429,16.7348802859896,2.29861110757372,"DC"
"DGKA",490.33975595468,195.147312810081,66.0589627995185,79.5509893688748,976.772991184271,18.1741256065614,2.29709465665097,"DC"
"RETREG1",10.2406133489239,1.24962379380161,1.64000376390815,0.5696504126485,13.6548589908684,0.41739091706364,2.29260780224438,"DC"
"ST3GAL2",3.29302150901234,5.50440865528097,6.52122360400185,5.35283784996475,56.874502865978,10.2599341523734,2.28518909862507,"DC"
"ABHD5",5.16651417601063,8.20524947362858,46.1958003526007,9.52005490280812,154.199075773233,51.542541187056,2.28311059398451,"DC"
"ABCC3",1.52006892199074,3.82132227034029,14.5555104959894,2.21305058017826,26.0280805740667,0.721874491863199,2.27801802494514,"DC"
"PLEKHA2",9.60784191755625,44.3257663282621,7.61652523150342,16.6639292926058,106.765954826846,2.9227391633248,2.2765923529868,"DC"
"ZC3H12D",11.106986642647,24.6092659413381,2.32185377560452,1.44259052043942,28.4944133703928,0.246520846016836,2.26586903985866,"DC"
"PHLDA1",1.41276555565827,0.459710660415558,1.94726770456013,2.21822612170671,9.91973583923236,0.435723582863585,2.25437049023387,"DC"
"TFR2",3.4726289215793,3.17126741501026,1.41969734719971,4.57565119562395,14.064072900393,0.104647565963743,2.24100774536033,"DC"
"UBN1",6.55750566222545,5.62489810746657,7.10420287662579,7.15699888539814,75.558725389148,18.8723256707333,2.23005276661499,"DC"
"B4GALT5",2.04668667705055,0.942232298717452,3.71334788921626,4.42792920146963,28.0804280006309,9.16314302156349,2.20071803455411,"DC"
"CALD1",1.82006134972222,2.72909974853151,5.0496331924643,2.73490131027628,32.7104191906567,9.11937208380515,2.1999628749336,"DC"
"NOSIP",159.079272497425,40.5940001100108,29.9813053176549,46.7327887141225,382.382738908038,15.175486290655,2.19887716778466,"DC"
"GOLM1",4.14858729979008,4.27893188956587,13.6088676621712,18.3884262847329,43.1006930126377,0.571289107042562,2.19572817999509,"DC"
"EPHA1",14.7325938196029,1.48222387362905,4.67198547622541,2.54905785963082,38.4103455367981,5.58219936937766,2.19222749931097,"DC"
"SHE",1.49563485621393,2.6759051165883,1.07053367357327,3.81207819663773,11.1454967865899,0.183683803187642,2.19130938529667,"DC"
"AP3M2",37.4478011041999,11.7378980039922,2.9927010625582,12.2900497137789,56.18588594491,0.647373284926304,2.17748461447352,"DC"
"FAM153B",9.46242482029559,2.46958249794367,1.55611181805836,1.91802929532026,16.0668216080402,0.292380818768693,2.1737227431426,"DC"
"PIK3R1",65.3806771869088,10.4180188805937,7.49486735789637,50.1200962580607,108.163590664935,1.73721115097477,2.08270777431269,"DC"
"PLD1",1.9743148597375,2.08025299150099,14.7500377373547,7.3918039987203,34.4666809847027,3.70224172336431,2.05733970565792,"DC"
"DCN",3.04486338949731,3.45498321133713,3.00813170317756,3.57194576692445,22.9910202217572,2.02761475767231,2.0481910326061,"DC"
"MAK",0.461709202863613,0.760999776192564,2.04166839249264,0.288472974164359,7.15509196727607,4.23312753708006,1.99430180717883,"DC"
"FYCO1",7.43995039409979,4.4126771698609,5.03377111715834,8.022291065936,22.9086729606932,0.272049492589595,1.95392197839152,"DC"
"SCGB3A2",2.3331208289618,4.71862286363707,5.189480642489,4.89679216495154,27.0866196467344,3.069939972101,1.94792071879585,"DC"
"ORM1",1.04975983331244,0.933973341404043,1.22159298012918,3.06310077552941,15.3582815255639,14.2964347283637,1.93968530812602,"DC"
"FUT11",18.9872813483179,9.93393118222693,5.5056672329792,58.4543577207817,61.2634660508473,0.948981743979116,1.9229068528853,"DC"
"GTDC1",19.091193785149,14.4451973713454,11.6987570825686,24.2570854763004,104.25333893327,11.1303940137522,1.91133186895358,"DC"
"PAK6",1.4880318049897,1.28042149269393,0.787306169409515,9.09390342054938,9.3512912923533,0.407581488482199,1.89239536121956,"DC"
"EGLN1",2.76801563123776,3.51585550142594,4.75675880478702,3.25272333600407,30.820416175787,14.8349592008833,1.88588549765371,"DC"
"FLT4",1.07731398640299,0.187100337731281,0.210344804639407,0.160839379931534,1.50658628297358,0.0966964943445296,1.8746810911607,"DC"
"PLIN5",2.13431679236677,2.22553663919599,2.30521106514029,2.77267237672407,18.0543426190998,8.41359598900324,1.78479074720003,"DC"
"IL4R",31.5591175254544,151.43313640867,32.9369080145248,18.5524499081874,218.297636859548,25.7385268257924,1.75882116047448,"DC"
"PLLP",2.71506813622373,1.30920451426171,1.19088640310604,1.22566341445299,6.375761329119,0.407823322530467,1.70260436883391,"DC"
"SLC26A8",0.533341324452603,0.765553042946037,1.46118361700778,0.663104289916315,6.36132013082357,5.4959728266936,1.69489813098091,"DC"
"SESN1",38.83609894905,38.7673113134349,12.5156298308189,33.5864523648884,71.9525692502485,1.93237041163033,1.47265192697047,"DC"
"ABTB1",66.516014922035,79.9451324731842,87.694348510948,73.7408332125155,452.833707074361,363.538810377663,1.46570826395203,"DC"
"PI3",0,0,0.0128286355487163,0,0,24.9512626935781,Inf,"Neutrophils"
"CA4",0,0,0.00568471754301803,0,0,25.5961654336048,Inf,"Neutrophils"
"SLPI",0,0.0339055176291232,0.0361130278906699,0,0.879918230263096,9.34969017175449,Inf,"Neutrophils"
"CMTM2",0.00588090277934409,0.297884440043704,1.60042404478627,0,1.80146667656272,69.3312953607413,Inf,"Neutrophils"
"MMP9",0.0179222470355156,0.269758885491085,0.508606642652422,0,5.70211753197719,36.206226408389,Inf,"Neutrophils"
"KRT23",0.00839509780700774,0.235537595281095,1.7153389162723,0,0.642658808729509,38.3518541274165,Inf,"Neutrophils"
"PGLYRP1",0.0801788293867924,0.285886892804658,0.00944364187833454,0.52346066654397,0,23.1822948819997,Inf,"Neutrophils"
"CXCL1",0,0.47452467151155,7.86054674578656,0,0.437171291942331,77.7476683463176,Inf,"Neutrophils"
"ALPL",0.00702033001994581,5.03852172165478,0.0864722453824871,0.165653881951347,0,169.161055816496,Inf,"Neutrophils"
"CCN3",0,0.101677022325316,0.634558590592032,0,6.88483579713049,8.89286892745964,Inf,"Neutrophils"
"TNFAIP6",0,0.904796944811531,20.7760381373547,0,18.3715446694561,43.9719035650775,Inf,"Neutrophils"
"CEACAM3",0.0324788221917513,0.962146259954527,10.3369089414418,0,28.6178991907818,99.9363515151775,Inf,"Neutrophils"
"S100P",0.116660658126651,0.586845612566062,2.01544903851001,0.446005236124576,0,16.8613950672712,Inf,"Neutrophils"
"CHI3L1",0.193094266061936,1.28272431015911,0.381925920076494,0.432326768363082,1.63539330207676,160.826547715858,5.62128833237395,"Neutrophils"
"TNFRSF10C",0.183249896634271,1.95921588243482,10.7923096453679,0.392822713071806,37.1849410030173,400.732815799822,5.18609878478055,"Neutrophils"
"MGAM",0.00451741269057423,0.169279669916718,1.6633036657466,1.76474460920982,0.593676309223799,43.6940869165434,5.10133842564772,"Neutrophils"
"ANXA3",0.21836031305033,1.4342852562078,0.285698710101297,0.318934027300275,2.05117629802811,90.2345430792674,5.07003575138016,"Neutrophils"
"CXCR1",1.86129388952647,1.25741796154341,1.3613837259463,31.63928760085,5.6766602107058,459.921502816945,4.86113651075329,"Neutrophils"
"KCNJ15",0.210952475714776,1.66484864035051,13.9016299727003,0.231095396169529,8.90117046622956,188.946772267596,4.78009014647989,"Neutrophils"
"AQP9",0.0232455260614671,3.98469162520951,98.529419071519,0.190244292444161,32.8321586503161,253.102650011635,4.72516819660582,"Neutrophils"
"ADM",0.0290532603576345,2.01251402812544,24.6549849594305,0.0427659006355782,18.0895305141852,95.6293359568212,4.53866795860118,"Neutrophils"
"MME",0.925255103486976,2.7031228075048,1.24101029479292,1.01768033357642,6.59130180937283,163.446324651554,4.48929975951401,"Neutrophils"
"EPHB1",0.0620900033150873,0.675696470378229,0.122346871531486,0.46586403374766,28.0272677856585,47.3821363935269,4.39879733358853,"Neutrophils"
"GLT1D1",0.000780677625225507,0.603941166522289,12.3234220968715,0.0452171374989129,6.24251674190727,22.1195053389952,4.37906396597381,"Neutrophils"
"STEAP4",0.290337238694235,1.17434797453341,22.5319429975568,0.323078122237571,4.41736675825822,80.7313390670521,3.91220332587222,"Neutrophils"
"PROK2",5.77184715235003,0.640067458717842,12.5577198274111,1.42575473815332,5.88009629379378,146.806636525577,3.79643222100043,"Neutrophils"
"LRG1",0.502659102328301,1.60501035644044,9.6703959595797,0.516662655158173,56.4730162273258,113.700374873232,3.64801585566966,"Neutrophils"
"VNN3",0.953233882403295,1.2722174164242,16.2192024337463,1.72400957066406,4.82045629594612,101.198645884916,3.59776866080326,"Neutrophils"
"FPR2",0.242660829864447,5.66075518485304,92.6126400803175,1.3722278770795,66.5676318668869,205.155390860125,3.45165841058116,"Neutrophils"
"KCNJ2",0.0258504524583091,0.289026977100687,4.8369992057537,0.0579883860783075,4.98993606079262,12.6157269590109,3.44703567228508,"Neutrophils"
"DGAT2",0.181908692354096,10.2388439141541,15.8338594226468,0.263058923120861,49.2326171760721,100.449131073685,3.42059782497681,"Neutrophils"
"DSC2",0.0470825349521098,0.396900282167257,7.5620238998067,0.066087890186888,2.26909342233703,12.669167500773,3.3100060602152,"Neutrophils"
"CYP4F3",1.52268242671753,2.26928741704239,2.38089575859888,1.40021348631384,14.375683640509,57.3628868161287,3.0274817135907,"Neutrophils"
"FFAR2",4.84825144539498,9.14887493347675,34.2521483048462,5.81091784801683,130.577988470622,250.71079822352,2.73275857441548,"Neutrophils"
"ACSL1",4.14867953937359,13.2702134327413,100.466299978287,6.75345780203073,203.040756846484,347.52994483973,2.68253168303616,"Neutrophils"
"CCNJL",0.089879015319847,0.253340911983137,0.252700126957528,4.03503243027572,2.40677442173394,8.09857136199733,2.66859966961256,"Neutrophils"
"ST6GALNAC2",0.856500229631055,1.34602538629033,7.9046097331472,0.0854629888320062,14.8750123546888,19.6961883819327,2.49048265299758,"Neutrophils"
"DYSF",0.567804729326515,2.14608969712363,36.4874858613615,4.22110696504675,20.0328820784642,61.6491718992726,2.47503749349515,"Neutrophils"
"GDPD3",2.60120851986295,2.02131706266166,2.2712477703246,0.915298250306858,15.4324987979528,22.5071697959894,2.0882288942975,"Neutrophils"
"CFAP92",0.55834812189562,0.517452582403211,0.572497134029489,0.614167080274035,3.74501213748459,4.56706480546186,1.71215492101035,"Neutrophils"
